secteur,gain_km,deux_receptifs,signal_mercato_a,signal_mercato_b,score_indiv_a,score_indiv_b,niveau,dep_a,nom_commune_a,nom_commune_b
santé_domicile,119.4,False,0,0,0.4,0.638,inter_departemental,43,Saint-Vert,Mauves
santé_domicile,142.3,False,0,0,0.4,0.601,inter_departemental,43,Saint-Vert,Vallon-Pont-d'Arc
santé_domicile,98.0,False,0,0,0.4,0.4,inter_departemental,43,Saint-Vert,Saint-Clément
santé_domicile,98.0,False,0,0,0.4,0.4,inter_departemental,43,Saint-Vert,Saint-Clément
santé_domicile,127.5,False,0,0,0.4,0.4,inter_departemental,43,Saint-Vert,Saint-Christol
santé_domicile,127.5,False,0,0,0.4,0.4,inter_departemental,43,Saint-Vert,Saint-Christol
santé_domicile,147.8,False,0,0,0.4,0.631,inter_departemental,43,Saint-Vert,Saint-Privat
santé_domicile,122.2,False,0,0,0.4,0.656,inter_departemental,43,Saint-Vert,Saint-Sylvestre
santé_domicile,72.4,False,0,0,0.66,0.4,inter_departemental,43,Roche-en-Régnier,Saint-Clément
santé_domicile,96.6,False,0,0,0.66,0.656,inter_departemental,43,Roche-en-Régnier,Saint-Sylvestre
santé_domicile,114.0,False,0,0,0.66,0.65,inter_departemental,43,Roche-en-Régnier,Beauchastel
santé_domicile,122.2,False,0,0,0.66,0.631,inter_departemental,43,Roche-en-Régnier,Saint-Privat
santé_domicile,72.4,False,0,0,0.66,0.4,inter_departemental,43,Roche-en-Régnier,Saint-Clément
santé_domicile,72.4,False,0,0,0.66,0.4,inter_departemental,43,Roche-en-Régnier,Saint-Clément
santé_domicile,106.9,False,0,0,0.66,0.675,inter_departemental,43,Roche-en-Régnier,Toulaud
santé_domicile,72.4,False,0,0,0.66,0.4,inter_departemental,43,Roche-en-Régnier,Saint-Clément
santé_domicile,125.6,False,0,0,0.66,0.657,inter_departemental,43,Roche-en-Régnier,Saint-Vincent-de-Barrès
santé_domicile,81.0,False,0,0,0.66,0.4,inter_departemental,43,Roche-en-Régnier,Mazan-l'Abbaye
santé_domicile,96.6,False,0,0,0.66,0.656,inter_departemental,43,Roche-en-Régnier,Saint-Sylvestre
santé_domicile,101.9,False,0,0,0.66,0.4,inter_departemental,43,Roche-en-Régnier,Saint-Christol
santé_domicile,93.8,False,0,0,0.66,0.638,inter_departemental,43,Roche-en-Régnier,Mauves
santé_domicile,116.7,False,0,0,0.66,0.601,inter_departemental,43,Roche-en-Régnier,Vallon-Pont-d'Arc
santé_domicile,72.4,False,0,0,0.66,0.4,inter_departemental,43,Roche-en-Régnier,Saint-Clément
santé_domicile,72.4,False,0,0,0.66,0.4,inter_departemental,43,Roche-en-Régnier,Saint-Clément
santé_domicile,101.9,False,0,0,0.66,0.4,inter_departemental,43,Roche-en-Régnier,Saint-Christol
santé_domicile,101.9,False,0,0,0.66,0.4,inter_departemental,43,Roche-en-Régnier,Saint-Christol
santé_domicile,122.2,False,0,0,0.66,0.631,inter_departemental,43,Roche-en-Régnier,Saint-Privat
santé_domicile,96.6,False,0,0,0.66,0.656,inter_departemental,43,Roche-en-Régnier,Saint-Sylvestre
santé_domicile,42.1,False,0,0,0.667,0.4,inter_departemental,43,Saint-Didier-en-Velay,Saint-Clément
santé_domicile,66.3,False,0,0,0.667,0.656,inter_departemental,43,Saint-Didier-en-Velay,Saint-Sylvestre
santé_domicile,83.7,False,0,0,0.667,0.65,inter_departemental,43,Saint-Didier-en-Velay,Beauchastel
santé_domicile,91.9,False,0,0,0.667,0.631,inter_departemental,43,Saint-Didier-en-Velay,Saint-Privat
santé_domicile,42.1,False,0,0,0.667,0.4,inter_departemental,43,Saint-Didier-en-Velay,Saint-Clément
santé_domicile,42.1,False,0,0,0.667,0.4,inter_departemental,43,Saint-Didier-en-Velay,Saint-Clément
santé_domicile,76.6,False,0,0,0.667,0.675,inter_departemental,43,Saint-Didier-en-Velay,Toulaud
santé_domicile,42.1,False,0,0,0.667,0.4,inter_departemental,43,Saint-Didier-en-Velay,Saint-Clément
santé_domicile,95.3,False,0,0,0.667,0.657,inter_departemental,43,Saint-Didier-en-Velay,Saint-Vincent-de-Barrès
santé_domicile,50.7,False,0,0,0.667,0.4,inter_departemental,43,Saint-Didier-en-Velay,Mazan-l'Abbaye
santé_domicile,66.3,False,0,0,0.667,0.656,inter_departemental,43,Saint-Didier-en-Velay,Saint-Sylvestre
santé_domicile,71.6,False,0,0,0.667,0.4,inter_departemental,43,Saint-Didier-en-Velay,Saint-Christol
santé_domicile,63.5,False,0,0,0.667,0.638,inter_departemental,43,Saint-Didier-en-Velay,Mauves
santé_domicile,86.4,False,0,0,0.667,0.601,inter_departemental,43,Saint-Didier-en-Velay,Vallon-Pont-d'Arc
santé_domicile,42.1,False,0,0,0.667,0.4,inter_departemental,43,Saint-Didier-en-Velay,Saint-Clément
santé_domicile,42.1,False,0,0,0.667,0.4,inter_departemental,43,Saint-Didier-en-Velay,Saint-Clément
santé_domicile,71.6,False,0,0,0.667,0.4,inter_departemental,43,Saint-Didier-en-Velay,Saint-Christol
santé_domicile,71.6,False,0,0,0.667,0.4,inter_departemental,43,Saint-Didier-en-Velay,Saint-Christol
santé_domicile,91.9,False,0,0,0.667,0.631,inter_departemental,43,Saint-Didier-en-Velay,Saint-Privat
santé_domicile,66.3,False,0,0,0.667,0.656,inter_departemental,43,Saint-Didier-en-Velay,Saint-Sylvestre
santé_domicile,20.0,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Clément
santé_domicile,44.2,False,0,0,0.606,0.656,inter_departemental,43,Tence,Saint-Sylvestre
santé_domicile,61.6,False,0,0,0.606,0.65,inter_departemental,43,Tence,Beauchastel
santé_domicile,69.8,False,0,0,0.606,0.631,inter_departemental,43,Tence,Saint-Privat
santé_domicile,20.0,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Clément
santé_domicile,20.0,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Clément
santé_domicile,54.6,False,0,0,0.606,0.675,inter_departemental,43,Tence,Toulaud
santé_domicile,20.0,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Clément
santé_domicile,73.3,False,0,0,0.606,0.657,inter_departemental,43,Tence,Saint-Vincent-de-Barrès
santé_domicile,28.7,False,0,0,0.606,0.4,inter_departemental,43,Tence,Mazan-l'Abbaye
santé_domicile,44.2,False,0,0,0.606,0.656,inter_departemental,43,Tence,Saint-Sylvestre
santé_domicile,49.5,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Christol
santé_domicile,41.4,False,0,0,0.606,0.638,inter_departemental,43,Tence,Mauves
santé_domicile,64.3,False,0,0,0.606,0.601,inter_departemental,43,Tence,Vallon-Pont-d'Arc
santé_domicile,20.0,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Clément
santé_domicile,20.0,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Clément
santé_domicile,49.5,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Christol
santé_domicile,49.5,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Christol
santé_domicile,69.8,False,0,0,0.606,0.631,inter_departemental,43,Tence,Saint-Privat
santé_domicile,44.2,False,0,0,0.606,0.656,inter_departemental,43,Tence,Saint-Sylvestre
santé_domicile,26.4,False,0,0,0.637,0.4,inter_departemental,43,Montfaucon-en-Velay,Saint-Clément
santé_domicile,50.6,False,0,0,0.637,0.656,inter_departemental,43,Montfaucon-en-Velay,Saint-Sylvestre
santé_domicile,68.1,False,0,0,0.637,0.65,inter_departemental,43,Montfaucon-en-Velay,Beauchastel
santé_domicile,76.2,False,0,0,0.637,0.631,inter_departemental,43,Montfaucon-en-Velay,Saint-Privat
santé_domicile,26.4,False,0,0,0.637,0.4,inter_departemental,43,Montfaucon-en-Velay,Saint-Clément
santé_domicile,26.4,False,0,0,0.637,0.4,inter_departemental,43,Montfaucon-en-Velay,Saint-Clément
santé_domicile,61.0,False,0,0,0.637,0.675,inter_departemental,43,Montfaucon-en-Velay,Toulaud
santé_domicile,26.4,False,0,0,0.637,0.4,inter_departemental,43,Montfaucon-en-Velay,Saint-Clément
santé_domicile,79.7,False,0,0,0.637,0.657,inter_departemental,43,Montfaucon-en-Velay,Saint-Vincent-de-Barrès
santé_domicile,35.1,False,0,0,0.637,0.4,inter_departemental,43,Montfaucon-en-Velay,Mazan-l'Abbaye
santé_domicile,50.6,False,0,0,0.637,0.656,inter_departemental,43,Montfaucon-en-Velay,Saint-Sylvestre
santé_domicile,55.9,False,0,0,0.637,0.4,inter_departemental,43,Montfaucon-en-Velay,Saint-Christol
santé_domicile,47.8,False,0,0,0.637,0.638,inter_departemental,43,Montfaucon-en-Velay,Mauves
santé_domicile,70.7,False,0,0,0.637,0.601,inter_departemental,43,Montfaucon-en-Velay,Vallon-Pont-d'Arc
santé_domicile,26.4,False,0,0,0.637,0.4,inter_departemental,43,Montfaucon-en-Velay,Saint-Clément
santé_domicile,26.4,False,0,0,0.637,0.4,inter_departemental,43,Montfaucon-en-Velay,Saint-Clément
santé_domicile,55.9,False,0,0,0.637,0.4,inter_departemental,43,Montfaucon-en-Velay,Saint-Christol
santé_domicile,55.9,False,0,0,0.637,0.4,inter_departemental,43,Montfaucon-en-Velay,Saint-Christol
santé_domicile,76.2,False,0,0,0.637,0.631,inter_departemental,43,Montfaucon-en-Velay,Saint-Privat
santé_domicile,50.6,False,0,0,0.637,0.656,inter_departemental,43,Montfaucon-en-Velay,Saint-Sylvestre
santé_domicile,87.9,False,0,0,0.64,0.664,inter_departemental,43,Coubon,Bonson
santé_domicile,89.4,False,0,0,0.64,0.672,inter_departemental,43,Coubon,Saint-Paul-en-Jarez
santé_domicile,93.3,False,0,0,0.64,0.4,inter_departemental,43,Coubon,Luré
